location_id,region,expected_days,valid_days,net_revenue,on_time_rate,orders_per_labor_hour,refund_rate,completeness_pct,review_status
L0201,East,28,27,90763.22,0.9033982436044292,11.592956592956593,0.028006470874105602,96.43,MONITOR
L0203,West,28,27,159595.41,0.9034920634920635,12.459095867167616,0.022324597936273703,96.43,MONITOR
L0034,South,28,28,169326.77,0.9051788375558867,13.53125362402876,0.02609195045299983,100.0,MONITOR
L0090,South,28,27,154789.86,0.905484500325168,12.250898399215943,0.029691626078833567,96.43,MONITOR
L0091,West,28,28,87415.92,0.9059515062454078,12.51966829683181,0.027514978993031645,100.0,MONITOR
L0062,South,28,27,178465.53,0.9063038896340295,11.906289220471344,0.02708544853645389,96.43,MONITOR
L0184,Central,28,28,82716.42,0.9068425391591096,11.301716858992402,0.028406822448579505,100.0,MONITOR
L0138,South,28,28,189348.16,0.9073877695298692,12.287362489938289,0.03182457053192029,100.0,MONITOR
L0081,East,28,27,186875.28,0.9075597336466902,11.878805243177423,0.03412920967207993,96.43,MONITOR
L0207,West,28,27,103355.08,0.9081854964207905,11.53936545240893,0.030451337193764087,96.43,MONITOR
L0148,Central,28,27,66891.93,0.9082699619771863,11.556200888281516,0.026411164583289366,96.43,MONITOR
L0069,East,28,27,188798.2,0.9082945013979496,12.264262181376798,0.026978464632623406,96.43,MONITOR
L0221,East,28,28,200011.03,0.908311910882605,12.141824838616436,0.02490584644449819,100.0,MONITOR
L0142,South,28,28,47668.54,0.9085195530726257,11.955549878656278,0.02960853368076054,100.0,MONITOR
L0055,West,28,27,50335.51,0.908957415565345,11.75314465408805,0.02644141687265244,96.43,MONITOR
L0088,Central,28,27,169038.79,0.9094616639477977,11.39401792463017,0.025867483490081774,96.43,MONITOR
L0185,East,28,27,145072.14,0.90948670944088,11.306508875739645,0.02961311920699551,96.43,MONITOR
L0193,East,28,28,190032.38,0.9095037846930193,12.302875770583869,0.029703823648185215,100.0,MONITOR
L0151,West,28,27,57343.9,0.9097516656571775,11.327526498058559,0.023234335934798598,96.43,MONITOR
L0186,South,28,27,87330.71,0.9103630862329803,10.75137982940291,0.027302797074826014,96.43,MONITOR
L0161,East,28,28,70881.78,0.9108121574489287,12.661730319563523,0.024512767510815346,100.0,MONITOR
L0125,East,28,28,181319.24,0.9114669611632615,12.071745814827468,0.027379604195695562,100.0,MONITOR
L0066,South,28,28,99249.15,0.911516379601486,11.48921200750469,0.031153016854274795,100.0,MONITOR
L0029,East,28,27,186761.84,0.9119349005424955,12.210088048597365,0.03006775903975369,96.43,MONITOR
L0239,West,28,27,88888.55,0.9121140142517815,11.881704841983183,0.02633879230741425,96.43,MONITOR
L0002,South,28,28,66329.8,0.9122157588577472,11.846124834999058,0.029409436369497464,100.0,MONITOR
L0241,East,28,28,173213.82,0.9124206708975521,11.041036717062635,0.028548469404494445,100.0,MONITOR
L0001,East,28,27,197960.75,0.9125115848007415,12.469359479910477,0.023472772401894187,96.43,MONITOR
L0216,Central,28,28,105494.72,0.9125141562853907,11.56085725839062,0.03158236804190383,100.0,MONITOR
L0157,East,28,27,107625.93,0.9127666348296721,11.508102309299305,0.029815965453904286,96.43,MONITOR
L0079,West,28,28,91622.36,0.9128705712219812,12.36823998899133,0.032375203167458566,100.0,MONITOR
L0213,East,28,28,84643.03,0.9130775254502741,12.624757932370029,0.029426786036171364,100.0,MONITOR
L0198,South,28,28,155374.48,0.9132330499236974,12.609740670461733,0.028075345665417344,100.0,MONITOR
L0054,South,28,27,171901.29,0.9132471425894697,11.88599067196407,0.02555697163972589,96.43,MONITOR
L0039,West,28,27,168564.85,0.9135852090032154,12.920989947111309,0.02961533840644465,96.43,MONITOR
L0237,East,28,27,166728.58,0.9137373737373737,12.007231910806434,0.02388073035864507,96.43,MONITOR
L0206,South,28,27,163048.87,0.9138963452405534,12.477489875358787,0.029166875313379425,96.43,MONITOR
L0013,East,28,27,149003.59,0.9142640364188164,12.699585712686149,0.0273792032443237,96.43,MONITOR
L0044,Central,28,28,133667.48,0.9144359464627151,11.234137845235134,0.030232827589529217,100.0,MONITOR
L0232,Central,28,28,46993.98,0.9145038167938931,11.56596794081381,0.026995231044733104,100.0,MONITOR
L0197,East,28,28,103867.47,0.914562435143549,12.38132911392405,0.02916991585342361,100.0,MONITOR
L0009,East,28,27,105958.94,0.914572864321608,12.896675755641933,0.024454076425157404,96.43,MONITOR
L0103,West,28,28,119534.19,0.914745903915579,11.721124242725196,0.02785777471407878,100.0,MONITOR
L0126,South,28,27,126768.37,0.9148366363149437,12.361012297997764,0.03308380213392461,96.43,MONITOR
L0140,Central,28,28,120944.24,0.9150546677880572,11.962015622606831,0.024934015645979128,100.0,MONITOR
L0238,South,28,28,86347.77,0.9150871872630781,12.097828378663293,0.02659180868534757,100.0,MONITOR
L0150,South,28,27,79620.22,0.915138592750533,11.263489208633093,0.027721343899823093,96.43,MONITOR
L0136,Central,28,28,180956.95,0.9152915291529153,11.92926589654121,0.027684851530304547,100.0,MONITOR
L0021,East,28,27,122155.43,0.9153129161118508,12.432050829509354,0.020267962245540654,96.43,MONITOR
L0167,West,28,27,173959.32,0.9155418434246047,13.113659571125599,0.02269226860382146,96.43,MONITOR
L0243,West,28,28,127435.19,0.9155712841253791,11.798679867986799,0.029345285287970625,100.0,MONITOR
L0208,Central,28,28,159209.19,0.9155858930602958,11.316750874465605,0.028559614013853943,100.0,MONITOR
L0031,West,28,27,42362.38,0.9156010230179028,12.388978930307943,0.02242481332270584,96.43,MONITOR
L0107,West,28,27,52268.06,0.9157160963244614,11.25449591280654,0.0280543275874156,96.43,MONITOR
L0084,Central,28,28,141404.85,0.9157455170719725,11.523316062176166,0.024923923919092147,100.0,MONITOR
L0068,Central,28,28,203042.5,0.915881445948261,11.143033764092904,0.030263302432431142,100.0,MONITOR
L0015,West,28,27,161632.0,0.916058394160584,12.271639636902275,0.028871941439593766,96.43,MONITOR
L0214,South,28,28,56856.33,0.9162178336325554,11.017220664797758,0.026494716432446427,100.0,MONITOR
L0058,South,28,27,130872.47,0.9165808444902163,11.253314477638325,0.028793246993764787,96.43,MONITOR
L0181,East,28,27,77560.12,0.9166666666666666,11.974931704965451,0.02490008572970639,96.43,MONITOR
L0027,West,28,28,141337.58,0.916833000665336,12.499892965706213,0.02415664466528221,100.0,MONITOR
L0245,East,28,27,145435.09,0.9171019759255054,11.683665076492844,0.024341960367384147,96.43,MONITOR
L0035,West,28,27,73842.24,0.9172351068667576,12.797858099062918,0.027700094606756515,96.43,MONITOR
L0073,East,28,27,59724.67,0.9174129353233831,10.873220677599267,0.025904478580789213,96.43,MONITOR
L0018,South,28,27,157806.36,0.9174406604747162,12.92627016213062,0.028977694399845332,96.43,MONITOR
L0106,South,28,28,96441.37,0.9175182481751825,13.63159893657425,0.026882641029633142,100.0,MONITOR
L0078,South,28,28,96025.91,0.9177057356608479,11.165591921158292,0.02536651809208106,100.0,MONITOR
L0168,Central,28,27,102234.06,0.9177755032412146,13.148148148148149,0.026009923195696207,96.43,MONITOR
L0153,East,28,28,105667.84,0.9178632969557725,12.00381679389313,0.030540479913832214,100.0,MONITOR
L0147,West,28,28,51328.05,0.9178712220762155,11.484831139095592,0.027798112989190212,100.0,MONITOR
L0250,South,28,28,174062.79,0.9180011576307158,11.202166182755358,0.02886776254183289,100.0,MONITOR
L0024,Central,28,28,170727.78,0.9180201082753287,12.102763385146805,0.027501119872113566,100.0,MONITOR
L0222,South,28,27,112801.38,0.9180430040511063,10.949433487201008,0.027027348736302536,96.43,MONITOR
L0145,East,28,28,101310.59,0.9185412406271302,12.669623353412325,0.023228345052243145,100.0,MONITOR
L0225,East,28,27,103828.55,0.9186193793540215,12.162451015318846,0.02361551862698282,96.43,MONITOR
L0180,Central,28,28,178866.05,0.9187638786084382,10.760040437459793,0.027894981208833606,100.0,MONITOR
L0101,East,28,27,106878.07,0.9189012426422498,10.935070623015438,0.028771615628699083,96.43,MONITOR
L0160,Central,28,27,142930.38,0.9189374856881154,11.628998394467086,0.026767731481484633,96.43,MONITOR
L0051,West,28,27,152663.39,0.919051878354204,12.468101559479315,0.028196693052117125,96.43,MONITOR
L0137,East,28,28,167203.82,0.9191265669227658,11.981741260298374,0.027783984816565577,100.0,MONITOR
L0247,West,28,28,121141.96,0.9192081326912788,12.337583485124469,0.023408473394639782,100.0,MONITOR
L0005,East,28,27,134520.18,0.9193245778611632,10.885215148317505,0.02620096471995678,96.43,MONITOR
L0043,West,28,27,161282.41,0.9194644696189496,12.395969540804554,0.02616214230500257,96.43,MONITOR
L0003,West,28,27,164827.35,0.9196182396606575,11.632402691549872,0.02854799331789641,96.43,MONITOR
L0030,South,28,28,112956.5,0.9197019867549668,12.255794701986755,0.027672341938705478,100.0,MONITOR
L0040,Central,28,28,199110.47,0.9198733174980206,12.089378122102241,0.025576274524236085,100.0,MONITOR
L0164,Central,28,27,65907.14,0.9198767334360555,12.445765230312036,0.03170350006405638,96.43,MONITOR
L0104,Central,28,27,58748.58,0.91995841995842,12.995702885205647,0.0296735478651724,96.43,MONITOR
L0011,West,28,27,140011.26,0.9199594731509625,11.17207413487709,0.02610435579445304,96.43,MONITOR
L0085,East,28,27,163415.08,0.919991730411412,13.364545109452107,0.028500533829525186,96.43,MONITOR
L0098,South,28,27,115118.91,0.9202023040179825,11.190908222710343,0.02885980633533252,96.43,MONITOR
L0042,South,28,27,168715.82,0.9202034030901624,11.574485681794686,0.0271133706259382,96.43,MONITOR
L0019,West,28,28,43041.19,0.9202797202797203,12.735194009530293,0.02674544443987176,100.0,MONITOR
L0087,West,28,28,82908.76,0.9202869669190913,13.236146907216495,0.029276912298054732,100.0,MONITOR
L0033,East,28,28,74924.16,0.9203084832904884,11.475855815007934,0.030565760013911876,100.0,MONITOR
L0139,West,28,27,150462.02,0.9205175600739371,11.37350165266218,0.025286246251911212,96.43,MONITOR
L0096,Central,28,28,182357.97,0.9205882352941176,11.35458890434993,0.032395325774301945,100.0,MONITOR
L0006,South,28,28,142376.36,0.920690459528808,11.853024495917348,0.027088800745931323,100.0,MONITOR
L0117,East,28,27,164893.56,0.9208025343189018,11.263038465761447,0.029582071343510468,96.43,MONITOR
L0022,South,28,27,136223.33,0.9209748892171344,11.984072497597143,0.0274836594191388,96.43,MONITOR
L0169,East,28,27,163437.64,0.9211141410206467,12.729157070474436,0.02583569442246523,96.43,MONITOR
L0154,South,28,28,170864.28,0.9211267605633803,11.561082955454788,0.024914727830134653,100.0,MONITOR
L0192,Central,28,28,129217.82,0.9212026956972524,11.101560149568058,0.02761749851472501,100.0,MONITOR
L0061,East,28,27,82422.83,0.9212816455696202,12.015079834417504,0.02222621079281896,96.43,MONITOR
L0194,South,28,28,101364.55,0.9217094017094017,11.387071604345477,0.02658748858073012,100.0,MONITOR
L0249,East,28,27,105209.84,0.9218665219750407,11.145208536755476,0.028456004531477945,96.43,MONITOR
L0046,South,28,28,42660.0,0.9221789883268483,12.549659057219094,0.026197923788231603,100.0,MONITOR
L0124,Central,28,27,38535.93,0.9222497932175352,11.8431605525026,0.024628824983883416,96.43,MONITOR
L0064,Central,28,27,158726.92,0.922400857449089,12.160894957637575,0.025089462199848193,96.43,MONITOR
L0077,East,28,27,120647.58,0.9224161073825503,11.87980161431489,0.028681481724796797,96.43,MONITOR
L0102,South,28,28,69584.35,0.922491678554446,11.88303286465971,0.024669907565287877,100.0,MONITOR
L0086,South,28,27,187112.58,0.9224929378531074,11.074197120708748,0.031040054452819897,96.43,MONITOR
L0234,South,28,27,97789.58,0.9225046497210168,12.112382934443287,0.02699791399157935,96.43,MONITOR
L0177,East,28,27,81892.14,0.9225163022631377,12.589245368278355,0.02381593242393676,96.43,MONITOR
L0174,South,28,27,43845.18,0.9227436823104693,11.851659076122317,0.026259461423420935,96.43,MONITOR
L0089,East,28,27,193606.36,0.9227786208059349,12.165350554685253,0.02626557301508419,96.43,MONITOR
L0037,East,28,27,138862.65,0.9228171731789677,11.220175547039188,0.03119342747819564,96.43,MONITOR
L0159,West,28,28,165869.33,0.9231078096767718,12.856116256786969,0.027031185457040266,100.0,MONITOR
L0036,Central,28,27,158554.94,0.9231406670810027,11.834779328555262,0.030083540513594985,96.43,MONITOR
L0113,East,28,28,196274.46,0.923235800344234,12.033168348653339,0.02884685321764667,100.0,MONITOR
L0165,East,28,27,138865.68,0.9232522796352584,11.89111615203,0.027469194704455104,96.43,MONITOR
L0070,South,28,27,113161.96,0.9233859397417503,13.344693853566811,0.026766552379366638,96.43,MONITOR
L0209,East,28,27,83434.84,0.9234449760765551,12.980475182310045,0.020493887569599245,96.43,MONITOR
L0217,East,28,28,79340.58,0.9234468937875752,13.518411730785074,0.02517736875007372,100.0,MONITOR
L0131,West,28,28,180941.9,0.9234476367006488,10.87017217310377,0.025320080468694703,100.0,MONITOR
L0220,Central,28,27,82776.68,0.9235741444866921,11.604081632653061,0.02813542216282942,96.43,MONITOR
L0155,West,28,27,33576.26,0.9236172080772608,11.62871053871525,0.02410025856376201,96.43,MONITOR
L0076,Central,28,27,135303.45,0.9236733704870366,11.874557051736357,0.025129685787783566,96.43,MONITOR
L0229,East,28,27,53731.47,0.9237089201877934,13.67929168716183,0.03268161297413372,96.43,MONITOR
L0195,West,28,28,209356.59,0.9237414852965609,12.187822820472688,0.026097576973549856,100.0,MONITOR
L0008,Central,28,28,93950.49,0.9239057239057239,11.754728492983526,0.027866508711750317,100.0,MONITOR
L0156,Central,28,27,127985.1,0.9241296518607443,12.001051801209572,0.023498207643557326,96.43,MONITOR
L0191,West,28,27,188470.05,0.9241480395749359,12.025822317860436,0.03117012790946391,96.43,MONITOR
L0163,West,28,27,47653.49,0.9245283018867925,10.971387352729021,0.031181276596090733,96.43,MONITOR
L0095,West,28,27,161565.44,0.9245771144278607,12.918094787850135,0.03208811032529994,96.43,MONITOR
L0108,Central,28,28,73148.02,0.9246068455134135,10.909511330353014,0.023240038548010686,100.0,MONITOR
L0199,West,28,28,75424.25,0.9250118652112007,12.189317821258593,0.027891948712912274,100.0,MONITOR
L0175,West,28,28,42898.88,0.9250567751703255,11.72496984318456,0.02690021973575001,100.0,MONITOR
L0116,Central,28,27,175253.49,0.9254737609329446,11.348574690046611,0.02572008831219832,96.43,MONITOR
L0067,West,28,27,52882.92,0.9258343634116193,12.252001392272886,0.028197083539379827,96.43,MONITOR
L0158,South,28,28,133696.96,0.9266183687777518,12.43303372786331,0.02990345251933344,100.0,MONITOR
L0235,West,28,28,205727.84,0.9275808936825886,11.592135345221765,0.028923679481880762,100.0,MONITOR
L0129,East,28,27,144417.24,0.9279258924536827,12.125159642401021,0.031163104815973487,96.43,MONITOR
L0057,East,28,28,32275.33,0.9279700654817586,11.375141060777043,0.03043166753533894,100.0,MONITOR
L0211,West,28,28,98480.95,0.9281045751633987,11.2026913372582,0.026837695722514654,100.0,MONITOR
L0176,Central,28,27,74164.0,0.9281518300948938,12.33445945945946,0.026748153303044645,96.43,MONITOR
L0120,Central,28,28,82735.33,0.9281914893617021,12.554431681810389,0.030087052080137573,100.0,MONITOR
L0135,West,28,28,156095.56,0.9282567652611705,11.72744649750759,0.02666192849758657,100.0,MONITOR
L0182,South,28,27,199325.89,0.9287903371191635,11.31688018085908,0.02453038804896133,96.43,MONITOR
L0071,West,28,27,53114.35,0.9290873276428102,11.733554975065305,0.030438913618287808,96.43,MONITOR
L0012,Central,28,27,42553.47,0.9290989660265879,12.662587163796784,0.023833048000787293,96.43,MONITOR
L0020,Central,28,27,101945.79,0.9293590627153687,11.31575808183228,0.026277644302634136,96.43,MONITOR
L0178,South,28,28,81874.03,0.929549114331723,12.198890055497225,0.021921989365552848,100.0,MONITOR
L0053,East,28,28,62556.82,0.929639889196676,12.356098074292328,0.029679571684747094,100.0,MONITOR
L0045,East,28,27,49655.58,0.9300466355762825,12.274431392151962,0.025652959906347614,96.43,MONITOR
L0172,Central,28,27,198328.84,0.9301179369829256,12.081924705418977,0.025752212063343917,96.43,MONITOR
L0223,West,28,27,153622.71,0.9301722104269875,12.427433628318584,0.023796339624933945,96.43,MONITOR
L0196,Central,28,27,105650.7,0.9302631578947368,12.70579219618111,0.029465561045568703,96.43,MONITOR
L0050,South,28,28,175508.69,0.9302959501557633,12.888649397636735,0.0299452943870771,100.0,MONITOR
L0065,East,28,27,99395.49,0.9305369127516778,12.619824996735014,0.02776683069199635,96.43,MONITOR
L0179,West,28,27,131487.5,0.9311844461499105,11.512608792680206,0.024052816305790425,96.43,MONITOR
L0202,South,28,27,70841.39,0.931214421252372,12.504759314658688,0.02800935584381443,96.43,MONITOR
L0097,East,28,27,186223.82,0.931420052180395,11.832898888736452,0.028511978188032028,96.43,MONITOR
L0094,South,28,27,185582.56,0.9322758866512209,11.439139838876525,0.02891916080684308,96.43,MONITOR
L0173,East,28,28,98781.43,0.9324195090851132,12.282142857142857,0.02804795733627204,100.0,MONITOR
L0122,South,28,28,79358.19,0.9333874898456539,13.382899628252789,0.02811608203298847,100.0,MONITOR
L0119,West,28,28,50199.24,0.9338186631369954,13.511797985373258,0.02775529508557723,100.0,MONITOR
L0231,West,28,28,163275.66,0.9341500765696784,13.168444496542023,0.027451807758898848,100.0,MONITOR
L0110,South,28,27,139297.54,0.9341917024320457,11.171200521257534,0.02951016987494812,96.43,MONITOR
L0166,South,28,28,122121.74,0.9344393898849345,11.726858011784831,0.025740678233424644,100.0,MONITOR
L0188,Central,28,27,98653.44,0.9346049046321526,12.405985686402081,0.026415923312869207,96.43,MONITOR
L0242,South,28,28,54666.31,0.9347079037800687,11.792207792207792,0.02867045914099319,100.0,MONITOR
L0109,East,28,27,175485.31,0.9347202295552367,12.546079350203062,0.026319645681626924,96.43,MONITOR
L0049,East,28,27,91376.4,0.9347368421052632,12.38317445503633,0.027622338665729936,96.43,MONITOR
L0240,Central,28,27,123580.15,0.9355474247115114,11.424885890057551,0.026995986422366686,96.43,MONITOR
L0230,South,28,28,159015.35,0.9362734288864388,12.897294919727292,0.024335389578097694,100.0,MONITOR
L0227,West,28,27,112283.0,0.9365985576923077,11.487585616438356,0.023626086956521738,96.43,MONITOR
L0041,East,28,27,44439.42,0.9373970345963756,11.916899955797849,0.023858235304196014,96.43,MONITOR
L0228,Central,28,28,97556.63,0.9392436453812771,12.618586640851888,0.02729772457974739,100.0,MONITOR
