location_id,business_date,reason
L0014,2025-06-20,REJECTED_SOURCE
L0014,2025-06-22,NO_SOURCE_ROW
L0015,2025-01-13,REJECTED_SOURCE
L0015,2025-01-19,NO_SOURCE_ROW
L0015,2025-01-29,NO_SOURCE_ROW
L0015,2025-02-02,NO_SOURCE_ROW
L0015,2025-02-15,REJECTED_SOURCE
L0015,2025-04-07,REJECTED_SOURCE
L0015,2025-05-01,REJECTED_SOURCE
L0015,2025-06-18,REJECTED_SOURCE
L0016,2025-01-19,NO_SOURCE_ROW
L0016,2025-01-25,NO_SOURCE_ROW
L0016,2025-03-20,REJECTED_SOURCE
L0016,2025-04-24,REJECTED_SOURCE
L0016,2025-06-18,REJECTED_SOURCE
L0016,2025-06-24,REJECTED_SOURCE
L0017,2025-01-27,NO_SOURCE_ROW
L0017,2025-02-19,REJECTED_SOURCE
L0017,2025-02-24,REJECTED_SOURCE
L0017,2025-03-30,REJECTED_SOURCE
L0017,2025-06-04,REJECTED_SOURCE
L0018,2025-01-17,REJECTED_SOURCE
L0018,2025-02-05,REJECTED_SOURCE
L0018,2025-03-16,REJECTED_SOURCE
L0018,2025-04-18,REJECTED_SOURCE
L0018,2025-05-18,REJECTED_SOURCE
L0018,2025-06-12,REJECTED_SOURCE
L0019,2025-02-13,REJECTED_SOURCE
L0019,2025-03-28,REJECTED_SOURCE
L0019,2025-04-20,NO_SOURCE_ROW
L0020,2025-01-08,REJECTED_SOURCE
L0020,2025-01-15,NO_SOURCE_ROW
L0020,2025-04-05,REJECTED_SOURCE
L0020,2025-04-15,REJECTED_SOURCE
L0020,2025-05-04,NO_SOURCE_ROW
L0020,2025-05-12,NO_SOURCE_ROW
L0020,2025-06-21,NO_SOURCE_ROW
L0021,2025-01-01,NO_SOURCE_ROW
L0021,2025-01-09,NO_SOURCE_ROW
L0021,2025-03-24,REJECTED_SOURCE
L0021,2025-04-19,NO_SOURCE_ROW
L0021,2025-04-22,NO_SOURCE_ROW
L0021,2025-06-03,REJECTED_SOURCE
L0022,2025-01-11,NO_SOURCE_ROW
L0022,2025-02-05,NO_SOURCE_ROW
L0022,2025-02-24,REJECTED_SOURCE
L0022,2025-03-08,NO_SOURCE_ROW
L0022,2025-04-09,REJECTED_SOURCE
L0022,2025-04-19,REJECTED_SOURCE
L0022,2025-06-02,NO_SOURCE_ROW
L0023,2025-03-14,REJECTED_SOURCE
L0023,2025-04-28,REJECTED_SOURCE
L0023,2025-05-09,NO_SOURCE_ROW
L0023,2025-05-19,REJECTED_SOURCE
L0023,2025-05-23,NO_SOURCE_ROW
L0023,2025-06-12,NO_SOURCE_ROW
L0023,2025-06-14,NO_SOURCE_ROW
L0024,2025-03-04,REJECTED_SOURCE
L0024,2025-03-27,REJECTED_SOURCE
L0025,2025-01-24,NO_SOURCE_ROW
L0025,2025-02-03,NO_SOURCE_ROW
L0025,2025-05-04,REJECTED_SOURCE
L0025,2025-05-17,REJECTED_SOURCE
L0025,2025-06-12,REJECTED_SOURCE
L0025,2025-06-15,REJECTED_SOURCE
L0025,2025-06-27,NO_SOURCE_ROW
L0026,2025-03-01,REJECTED_SOURCE
L0026,2025-03-16,NO_SOURCE_ROW
L0026,2025-04-28,REJECTED_SOURCE
L0026,2025-05-05,NO_SOURCE_ROW
L0026,2025-05-10,NO_SOURCE_ROW
L0026,2025-06-05,REJECTED_SOURCE
L0026,2025-06-11,NO_SOURCE_ROW
L0026,2025-06-21,REJECTED_SOURCE
L0027,2025-02-07,REJECTED_SOURCE
L0027,2025-02-13,NO_SOURCE_ROW
L0027,2025-03-15,REJECTED_SOURCE
L0027,2025-03-18,REJECTED_SOURCE
L0027,2025-04-12,REJECTED_SOURCE
L0027,2025-06-01,NO_SOURCE_ROW
L0028,2025-03-01,NO_SOURCE_ROW
L0028,2025-04-18,NO_SOURCE_ROW
L0028,2025-04-26,REJECTED_SOURCE
L0028,2025-06-01,NO_SOURCE_ROW
L0028,2025-06-02,REJECTED_SOURCE
L0028,2025-06-07,NO_SOURCE_ROW
L0028,2025-06-23,REJECTED_SOURCE
L0029,2025-01-09,REJECTED_SOURCE
L0029,2025-01-23,REJECTED_SOURCE
L0029,2025-01-31,NO_SOURCE_ROW
L0029,2025-02-05,NO_SOURCE_ROW
L0029,2025-02-06,REJECTED_SOURCE
L0029,2025-03-29,NO_SOURCE_ROW
L0029,2025-04-14,REJECTED_SOURCE
L0029,2025-06-25,NO_SOURCE_ROW
L0030,2025-01-20,NO_SOURCE_ROW
L0030,2025-02-04,REJECTED_SOURCE
L0030,2025-05-31,REJECTED_SOURCE
L0031,2025-01-06,NO_SOURCE_ROW
L0031,2025-01-13,NO_SOURCE_ROW
L0031,2025-01-25,REJECTED_SOURCE
L0031,2025-01-31,NO_SOURCE_ROW
L0031,2025-02-08,NO_SOURCE_ROW
L0031,2025-05-02,NO_SOURCE_ROW
L0031,2025-06-10,REJECTED_SOURCE
L0032,2025-01-25,REJECTED_SOURCE
L0032,2025-03-18,REJECTED_SOURCE
L0032,2025-03-27,REJECTED_SOURCE
L0032,2025-04-20,NO_SOURCE_ROW
L0032,2025-06-13,REJECTED_SOURCE
L0032,2025-06-19,NO_SOURCE_ROW
L0032,2025-06-27,NO_SOURCE_ROW
L0033,2025-01-05,REJECTED_SOURCE
L0033,2025-01-21,REJECTED_SOURCE
L0033,2025-01-26,NO_SOURCE_ROW
L0033,2025-02-13,REJECTED_SOURCE
L0033,2025-02-14,NO_SOURCE_ROW
L0033,2025-03-01,REJECTED_SOURCE
L0033,2025-03-20,NO_SOURCE_ROW
L0033,2025-05-03,REJECTED_SOURCE
L0034,2025-03-21,REJECTED_SOURCE
L0034,2025-05-05,REJECTED_SOURCE
L0034,2025-05-21,REJECTED_SOURCE
L0034,2025-05-27,NO_SOURCE_ROW
L0035,2025-01-04,REJECTED_SOURCE
L0035,2025-01-13,REJECTED_SOURCE
L0035,2025-02-19,NO_SOURCE_ROW
L0035,2025-02-26,REJECTED_SOURCE
L0035,2025-03-01,REJECTED_SOURCE
L0035,2025-04-18,REJECTED_SOURCE
L0035,2025-06-02,NO_SOURCE_ROW
L0036,2025-01-14,REJECTED_SOURCE
L0036,2025-03-03,NO_SOURCE_ROW
L0036,2025-04-11,NO_SOURCE_ROW
L0036,2025-05-09,NO_SOURCE_ROW
L0036,2025-06-24,NO_SOURCE_ROW
L0037,2025-02-03,REJECTED_SOURCE
L0037,2025-02-08,NO_SOURCE_ROW
L0037,2025-02-10,REJECTED_SOURCE
L0037,2025-03-10,NO_SOURCE_ROW
L0037,2025-03-18,REJECTED_SOURCE
L0037,2025-04-04,NO_SOURCE_ROW
L0037,2025-04-11,REJECTED_SOURCE
L0037,2025-06-12,NO_SOURCE_ROW
L0038,2025-01-04,NO_SOURCE_ROW
L0038,2025-01-30,NO_SOURCE_ROW
L0038,2025-02-02,NO_SOURCE_ROW
L0038,2025-03-28,REJECTED_SOURCE
L0038,2025-05-12,NO_SOURCE_ROW
L0038,2025-06-20,REJECTED_SOURCE
L0038,2025-06-27,NO_SOURCE_ROW
L0039,2025-03-24,REJECTED_SOURCE
L0039,2025-04-12,NO_SOURCE_ROW
L0039,2025-06-24,REJECTED_SOURCE
L0040,2025-01-14,NO_SOURCE_ROW
L0040,2025-01-15,REJECTED_SOURCE
L0040,2025-02-02,REJECTED_SOURCE
L0040,2025-03-12,REJECTED_SOURCE
L0040,2025-04-05,NO_SOURCE_ROW
L0040,2025-05-09,REJECTED_SOURCE
L0040,2025-05-12,NO_SOURCE_ROW
L0041,2025-01-20,REJECTED_SOURCE
L0041,2025-02-12,NO_SOURCE_ROW
L0041,2025-02-23,REJECTED_SOURCE
L0041,2025-03-04,REJECTED_SOURCE
L0041,2025-03-05,REJECTED_SOURCE
L0041,2025-04-18,REJECTED_SOURCE
L0041,2025-04-20,REJECTED_SOURCE
L0041,2025-05-27,REJECTED_SOURCE
L0041,2025-06-12,NO_SOURCE_ROW
L0042,2025-01-11,NO_SOURCE_ROW
L0042,2025-02-28,REJECTED_SOURCE
L0042,2025-04-23,REJECTED_SOURCE
L0042,2025-06-03,REJECTED_SOURCE
L0043,2025-01-29,NO_SOURCE_ROW
L0043,2025-02-07,NO_SOURCE_ROW
L0043,2025-03-03,REJECTED_SOURCE
L0043,2025-03-28,REJECTED_SOURCE
L0043,2025-03-30,REJECTED_SOURCE
L0043,2025-05-11,REJECTED_SOURCE
L0043,2025-05-21,NO_SOURCE_ROW
L0043,2025-06-09,REJECTED_SOURCE
L0044,2025-03-21,NO_SOURCE_ROW
L0044,2025-04-14,REJECTED_SOURCE
L0044,2025-04-16,NO_SOURCE_ROW
L0044,2025-04-25,NO_SOURCE_ROW
L0044,2025-05-16,REJECTED_SOURCE
L0044,2025-05-28,REJECTED_SOURCE
L0045,2025-01-18,NO_SOURCE_ROW
L0045,2025-01-20,NO_SOURCE_ROW
L0045,2025-01-31,REJECTED_SOURCE
L0045,2025-02-08,REJECTED_SOURCE
L0045,2025-03-15,NO_SOURCE_ROW
L0045,2025-03-21,REJECTED_SOURCE
L0045,2025-04-11,NO_SOURCE_ROW
L0045,2025-04-19,NO_SOURCE_ROW
L0045,2025-04-28,NO_SOURCE_ROW
L0045,2025-05-07,REJECTED_SOURCE
L0045,2025-06-19,REJECTED_SOURCE
L0046,2025-01-23,REJECTED_SOURCE
L0046,2025-04-05,REJECTED_SOURCE
L0046,2025-04-13,NO_SOURCE_ROW
L0046,2025-04-14,NO_SOURCE_ROW
L0046,2025-05-08,NO_SOURCE_ROW
L0047,2025-01-08,REJECTED_SOURCE
L0047,2025-01-28,REJECTED_SOURCE
L0047,2025-02-03,REJECTED_SOURCE
L0047,2025-03-24,NO_SOURCE_ROW
L0047,2025-05-02,REJECTED_SOURCE
L0047,2025-05-11,NO_SOURCE_ROW
L0047,2025-05-25,NO_SOURCE_ROW
L0047,2025-05-28,REJECTED_SOURCE
L0047,2025-06-15,REJECTED_SOURCE
L0047,2025-06-27,REJECTED_SOURCE
L0048,2025-01-04,NO_SOURCE_ROW
L0048,2025-01-22,NO_SOURCE_ROW
L0048,2025-02-01,NO_SOURCE_ROW
L0048,2025-02-19,REJECTED_SOURCE
L0048,2025-03-29,NO_SOURCE_ROW
L0048,2025-04-13,REJECTED_SOURCE
L0048,2025-05-21,NO_SOURCE_ROW
L0048,2025-05-31,NO_SOURCE_ROW
L0048,2025-06-04,NO_SOURCE_ROW
L0048,2025-06-06,REJECTED_SOURCE
L0048,2025-06-15,NO_SOURCE_ROW
L0049,2025-01-01,REJECTED_SOURCE
L0049,2025-02-01,NO_SOURCE_ROW
L0049,2025-03-17,NO_SOURCE_ROW
L0049,2025-04-03,REJECTED_SOURCE
L0049,2025-04-04,NO_SOURCE_ROW
L0049,2025-04-07,REJECTED_SOURCE
L0049,2025-05-09,NO_SOURCE_ROW
L0049,2025-05-27,REJECTED_SOURCE
L0049,2025-06-18,REJECTED_SOURCE
L0050,2025-01-31,NO_SOURCE_ROW
L0050,2025-02-23,REJECTED_SOURCE
L0050,2025-03-01,REJECTED_SOURCE
L0050,2025-03-03,NO_SOURCE_ROW
L0051,2025-01-02,REJECTED_SOURCE
L0051,2025-01-24,NO_SOURCE_ROW
L0051,2025-04-30,NO_SOURCE_ROW
L0051,2025-05-20,NO_SOURCE_ROW
L0051,2025-06-08,REJECTED_SOURCE
L0052,2025-01-11,NO_SOURCE_ROW
L0052,2025-01-24,REJECTED_SOURCE
L0052,2025-01-26,NO_SOURCE_ROW
L0052,2025-04-04,REJECTED_SOURCE
L0052,2025-04-08,REJECTED_SOURCE
L0052,2025-06-23,REJECTED_SOURCE
L0052,2025-06-24,REJECTED_SOURCE
L0053,2025-03-31,REJECTED_SOURCE
L0053,2025-04-05,NO_SOURCE_ROW
L0053,2025-05-17,NO_SOURCE_ROW
L0053,2025-05-31,REJECTED_SOURCE
L0054,2025-01-27,REJECTED_SOURCE
L0054,2025-02-09,REJECTED_SOURCE
L0054,2025-03-18,NO_SOURCE_ROW
L0054,2025-05-27,NO_SOURCE_ROW
L0054,2025-06-27,REJECTED_SOURCE
L0055,2025-02-04,NO_SOURCE_ROW
L0055,2025-03-27,REJECTED_SOURCE
L0055,2025-04-03,REJECTED_SOURCE
L0055,2025-04-15,REJECTED_SOURCE
L0055,2025-06-13,REJECTED_SOURCE
L0056,2025-01-16,REJECTED_SOURCE
L0056,2025-01-22,REJECTED_SOURCE
L0056,2025-04-02,REJECTED_SOURCE
L0056,2025-04-17,NO_SOURCE_ROW
L0056,2025-04-23,REJECTED_SOURCE
L0056,2025-06-20,REJECTED_SOURCE
L0056,2025-06-22,REJECTED_SOURCE
L0057,2025-02-14,NO_SOURCE_ROW
L0057,2025-03-08,NO_SOURCE_ROW
L0057,2025-03-26,REJECTED_SOURCE
L0057,2025-04-11,NO_SOURCE_ROW
L0057,2025-04-19,NO_SOURCE_ROW
L0057,2025-04-29,REJECTED_SOURCE
L0058,2025-01-16,NO_SOURCE_ROW
L0058,2025-01-20,REJECTED_SOURCE
L0058,2025-02-17,REJECTED_SOURCE
L0058,2025-03-31,REJECTED_SOURCE
L0058,2025-05-28,REJECTED_SOURCE
L0058,2025-06-24,NO_SOURCE_ROW
L0059,2025-02-16,NO_SOURCE_ROW
L0059,2025-03-12,REJECTED_SOURCE
L0059,2025-04-04,REJECTED_SOURCE
L0059,2025-04-07,NO_SOURCE_ROW
L0059,2025-04-11,REJECTED_SOURCE
L0059,2025-04-24,NO_SOURCE_ROW
L0059,2025-05-05,REJECTED_SOURCE
L0059,2025-05-08,REJECTED_SOURCE
L0059,2025-06-15,REJECTED_SOURCE
L0059,2025-06-18,NO_SOURCE_ROW
L0060,2025-01-14,NO_SOURCE_ROW
L0060,2025-02-10,REJECTED_SOURCE
L0060,2025-03-11,REJECTED_SOURCE
L0060,2025-03-23,REJECTED_SOURCE
L0060,2025-04-05,NO_SOURCE_ROW
L0060,2025-04-06,REJECTED_SOURCE
L0060,2025-04-27,NO_SOURCE_ROW
L0060,2025-05-15,NO_SOURCE_ROW
L0060,2025-06-05,NO_SOURCE_ROW
L0060,2025-06-28,NO_SOURCE_ROW
L0061,2025-01-29,NO_SOURCE_ROW
L0061,2025-01-31,REJECTED_SOURCE
L0061,2025-03-25,REJECTED_SOURCE
L0061,2025-03-26,REJECTED_SOURCE
L0061,2025-05-07,REJECTED_SOURCE
L0061,2025-05-19,REJECTED_SOURCE
L0061,2025-06-24,REJECTED_SOURCE
L0062,2025-02-15,NO_SOURCE_ROW
L0062,2025-02-20,NO_SOURCE_ROW
L0062,2025-03-16,REJECTED_SOURCE
L0062,2025-04-12,NO_SOURCE_ROW
L0062,2025-05-01,NO_SOURCE_ROW
L0062,2025-06-27,NO_SOURCE_ROW
L0063,2025-01-04,NO_SOURCE_ROW
L0063,2025-01-13,REJECTED_SOURCE
L0063,2025-02-05,NO_SOURCE_ROW
L0063,2025-03-14,REJECTED_SOURCE
L0063,2025-03-16,NO_SOURCE_ROW
L0063,2025-05-02,NO_SOURCE_ROW
L0063,2025-06-14,NO_SOURCE_ROW
L0063,2025-06-15,REJECTED_SOURCE
L0064,2025-03-04,NO_SOURCE_ROW
L0064,2025-05-03,NO_SOURCE_ROW
L0064,2025-05-26,REJECTED_SOURCE
L0064,2025-06-25,REJECTED_SOURCE
L0065,2025-01-02,REJECTED_SOURCE
L0065,2025-02-09,REJECTED_SOURCE
L0065,2025-02-19,NO_SOURCE_ROW
L0065,2025-04-09,NO_SOURCE_ROW
L0065,2025-05-30,NO_SOURCE_ROW
L0065,2025-06-24,REJECTED_SOURCE
L0066,2025-02-04,REJECTED_SOURCE
L0066,2025-03-13,NO_SOURCE_ROW
L0066,2025-04-06,REJECTED_SOURCE
L0067,2025-03-22,REJECTED_SOURCE
L0067,2025-04-19,NO_SOURCE_ROW
L0067,2025-05-06,REJECTED_SOURCE
L0067,2025-05-23,REJECTED_SOURCE
L0067,2025-06-10,REJECTED_SOURCE
L0068,2025-01-02,REJECTED_SOURCE
L0068,2025-01-04,NO_SOURCE_ROW
L0068,2025-01-24,NO_SOURCE_ROW
L0068,2025-01-31,NO_SOURCE_ROW
L0068,2025-03-05,NO_SOURCE_ROW
L0068,2025-03-07,REJECTED_SOURCE
L0068,2025-03-11,NO_SOURCE_ROW
L0068,2025-03-15,REJECTED_SOURCE
L0068,2025-03-16,REJECTED_SOURCE
L0068,2025-03-26,REJECTED_SOURCE
L0068,2025-03-27,REJECTED_SOURCE
L0068,2025-04-30,REJECTED_SOURCE
L0068,2025-05-01,REJECTED_SOURCE
L0068,2025-05-19,REJECTED_SOURCE
L0069,2025-04-12,REJECTED_SOURCE
L0069,2025-06-09,REJECTED_SOURCE
L0070,2025-04-24,NO_SOURCE_ROW
L0070,2025-05-07,NO_SOURCE_ROW
L0070,2025-05-09,NO_SOURCE_ROW
L0070,2025-05-22,NO_SOURCE_ROW
L0070,2025-06-24,NO_SOURCE_ROW
L0071,2025-02-20,REJECTED_SOURCE
L0071,2025-04-12,NO_SOURCE_ROW
L0071,2025-05-31,NO_SOURCE_ROW
L0071,2025-06-29,REJECTED_SOURCE
L0072,2025-01-27,REJECTED_SOURCE
L0072,2025-02-08,NO_SOURCE_ROW
L0072,2025-02-10,NO_SOURCE_ROW
L0072,2025-03-12,REJECTED_SOURCE
L0072,2025-04-11,REJECTED_SOURCE
L0072,2025-04-20,REJECTED_SOURCE
L0072,2025-05-22,NO_SOURCE_ROW
L0072,2025-05-23,NO_SOURCE_ROW
L0072,2025-05-28,REJECTED_SOURCE
L0072,2025-06-09,REJECTED_SOURCE
L0072,2025-06-29,REJECTED_SOURCE
L0073,2025-01-16,REJECTED_SOURCE
L0073,2025-01-27,REJECTED_SOURCE
L0073,2025-02-25,NO_SOURCE_ROW
L0073,2025-04-16,REJECTED_SOURCE
L0073,2025-04-22,REJECTED_SOURCE
L0073,2025-05-21,NO_SOURCE_ROW
L0073,2025-06-16,NO_SOURCE_ROW
L0074,2025-02-12,NO_SOURCE_ROW
L0074,2025-04-02,NO_SOURCE_ROW
L0074,2025-04-28,NO_SOURCE_ROW
L0074,2025-05-09,REJECTED_SOURCE
L0074,2025-05-22,NO_SOURCE_ROW
L0074,2025-06-03,REJECTED_SOURCE
L0074,2025-06-21,REJECTED_SOURCE
L0075,2025-01-18,REJECTED_SOURCE
L0075,2025-03-06,REJECTED_SOURCE
L0075,2025-04-01,NO_SOURCE_ROW
L0075,2025-05-11,REJECTED_SOURCE
L0075,2025-06-13,NO_SOURCE_ROW
L0075,2025-06-27,REJECTED_SOURCE
L0076,2025-01-10,NO_SOURCE_ROW
L0076,2025-01-29,REJECTED_SOURCE
L0076,2025-03-08,NO_SOURCE_ROW
L0076,2025-04-23,REJECTED_SOURCE
L0076,2025-05-12,NO_SOURCE_ROW
L0076,2025-06-15,REJECTED_SOURCE
L0077,2025-01-09,REJECTED_SOURCE
L0077,2025-01-19,REJECTED_SOURCE
L0077,2025-02-02,NO_SOURCE_ROW
L0077,2025-03-21,REJECTED_SOURCE
L0077,2025-06-26,REJECTED_SOURCE
L0078,2025-01-22,NO_SOURCE_ROW
L0078,2025-02-20,NO_SOURCE_ROW
L0078,2025-04-16,NO_SOURCE_ROW
L0078,2025-04-20,NO_SOURCE_ROW
L0078,2025-05-12,REJECTED_SOURCE
L0079,2025-01-17,NO_SOURCE_ROW
L0079,2025-02-25,NO_SOURCE_ROW
L0079,2025-04-26,REJECTED_SOURCE
L0079,2025-04-29,REJECTED_SOURCE
L0079,2025-05-24,NO_SOURCE_ROW
L0080,2025-02-12,REJECTED_SOURCE
L0080,2025-03-03,REJECTED_SOURCE
L0080,2025-03-18,REJECTED_SOURCE
L0080,2025-04-11,NO_SOURCE_ROW
L0080,2025-04-27,REJECTED_SOURCE
L0080,2025-06-06,REJECTED_SOURCE
L0080,2025-06-22,NO_SOURCE_ROW
L0081,2025-03-06,NO_SOURCE_ROW
L0081,2025-03-11,NO_SOURCE_ROW
L0081,2025-03-17,REJECTED_SOURCE
L0081,2025-04-16,REJECTED_SOURCE
L0081,2025-05-15,REJECTED_SOURCE
L0081,2025-05-16,NO_SOURCE_ROW
L0081,2025-06-16,REJECTED_SOURCE
L0082,2025-02-24,NO_SOURCE_ROW
L0082,2025-02-25,REJECTED_SOURCE
L0082,2025-02-27,NO_SOURCE_ROW
L0082,2025-03-14,REJECTED_SOURCE
L0082,2025-03-27,REJECTED_SOURCE
L0082,2025-04-05,NO_SOURCE_ROW
L0082,2025-04-17,REJECTED_SOURCE
L0082,2025-06-08,REJECTED_SOURCE
L0082,2025-06-17,REJECTED_SOURCE
L0083,2025-02-06,NO_SOURCE_ROW
L0083,2025-02-23,REJECTED_SOURCE
L0083,2025-04-12,REJECTED_SOURCE
L0083,2025-04-27,REJECTED_SOURCE
L0083,2025-05-11,REJECTED_SOURCE
L0083,2025-05-17,REJECTED_SOURCE
L0083,2025-06-11,REJECTED_SOURCE
L0083,2025-06-27,REJECTED_SOURCE
L0084,2025-03-05,REJECTED_SOURCE
L0084,2025-03-07,NO_SOURCE_ROW
L0084,2025-03-21,REJECTED_SOURCE
L0084,2025-05-04,NO_SOURCE_ROW
L0084,2025-05-31,REJECTED_SOURCE
L0085,2025-02-03,NO_SOURCE_ROW
L0085,2025-02-09,NO_SOURCE_ROW
L0085,2025-02-14,REJECTED_SOURCE
L0085,2025-02-24,REJECTED_SOURCE
L0085,2025-02-26,REJECTED_SOURCE
L0085,2025-04-21,NO_SOURCE_ROW
L0085,2025-04-23,NO_SOURCE_ROW
L0085,2025-06-23,REJECTED_SOURCE
L0086,2025-01-15,NO_SOURCE_ROW
L0086,2025-01-23,NO_SOURCE_ROW
L0086,2025-03-20,NO_SOURCE_ROW
L0086,2025-05-15,NO_SOURCE_ROW
L0086,2025-05-31,REJECTED_SOURCE
L0086,2025-06-04,NO_SOURCE_ROW
L0087,2025-01-29,NO_SOURCE_ROW
L0087,2025-02-08,NO_SOURCE_ROW
L0087,2025-02-19,NO_SOURCE_ROW
L0087,2025-03-01,NO_SOURCE_ROW
L0087,2025-03-18,REJECTED_SOURCE
L0087,2025-03-26,NO_SOURCE_ROW
L0087,2025-03-28,REJECTED_SOURCE
L0087,2025-05-08,REJECTED_SOURCE
L0087,2025-05-15,REJECTED_SOURCE
L0087,2025-05-17,REJECTED_SOURCE
L0088,2025-01-07,NO_SOURCE_ROW
L0088,2025-01-29,REJECTED_SOURCE
L0088,2025-02-09,NO_SOURCE_ROW
L0088,2025-04-14,REJECTED_SOURCE
L0088,2025-05-18,NO_SOURCE_ROW
L0088,2025-06-27,NO_SOURCE_ROW
L0089,2025-02-03,REJECTED_SOURCE
L0089,2025-04-04,NO_SOURCE_ROW
L0089,2025-04-07,REJECTED_SOURCE
L0089,2025-05-29,NO_SOURCE_ROW
L0089,2025-06-10,REJECTED_SOURCE
L0090,2025-01-14,NO_SOURCE_ROW
L0090,2025-01-16,NO_SOURCE_ROW
L0090,2025-01-22,REJECTED_SOURCE
L0090,2025-04-18,REJECTED_SOURCE
L0090,2025-05-16,NO_SOURCE_ROW
L0090,2025-05-31,REJECTED_SOURCE
L0090,2025-06-03,NO_SOURCE_ROW
L0091,2025-01-24,NO_SOURCE_ROW
L0091,2025-02-16,REJECTED_SOURCE
L0091,2025-02-24,REJECTED_SOURCE
L0091,2025-04-14,NO_SOURCE_ROW
L0091,2025-04-27,NO_SOURCE_ROW
L0091,2025-05-07,REJECTED_SOURCE
L0091,2025-05-26,NO_SOURCE_ROW
L0092,2025-02-26,REJECTED_SOURCE
L0092,2025-03-07,NO_SOURCE_ROW
L0092,2025-03-12,REJECTED_SOURCE
L0092,2025-04-29,REJECTED_SOURCE
L0092,2025-05-02,REJECTED_SOURCE
L0092,2025-05-03,REJECTED_SOURCE
